   4.4807440e+04   8.1244840e+04   4.7353000e+02   4.0000000e-02
   4.4807440e+04   8.1244380e+04   4.7294000e+02   7.2000000e-01
   4.4807440e+04   8.1238340e+04   4.6516000e+02   7.0000000e-02
   4.4807440e+04   8.1231300e+04   4.5582000e+02   1.4000000e-01
   4.4807440e+04   8.1231000e+04   4.5542000e+02   3.0000000e-02
   4.4811070e+04   8.1199320e+04   4.8034000e+02   3.8000000e-01
   4.4811070e+04   8.1199040e+04   4.7992000e+02   6.6000000e-01
   4.4811070e+04   8.1198770e+04   4.7950000e+02   1.6000000e-01
   4.4811070e+04   8.1198490e+04   4.7909000e+02   9.1000000e-01
   4.4811070e+04   8.1198220e+04   4.7867000e+02   8.7000000e-01
   4.4811070e+04   8.1197940e+04   4.7825000e+02   4.6000000e-01
   4.4811070e+04   8.1197670e+04   4.7783000e+02   7.9000000e-01
   4.4811070e+04   8.1197400e+04   4.7741000e+02   4.5000000e-01
   4.4811070e+04   8.1197120e+04   4.7700000e+02   5.3000000e-01
   4.4811070e+04   8.1196850e+04   4.7658000e+02   1.0000000e-01
   4.4811070e+04   8.1196570e+04   4.7616000e+02   3.0000000e-02
   4.4811070e+04   8.1190560e+04   4.6695000e+02   3.3000000e-01
   4.4811070e+04   8.1190280e+04   4.6654000e+02   6.6700000e+00
   4.4811070e+04   8.1184400e+04   4.5784000e+02   5.0000000e-02
   4.4811070e+04   8.1184120e+04   4.5743000e+02   8.7700000e+00
   4.4811070e+04   8.1182630e+04   4.5528000e+02   7.2000000e-01
   4.4811070e+04   8.1181400e+04   4.5353000e+02   3.6000000e-01
   4.4811070e+04   8.1180980e+04   4.5293000e+02   1.2500000e+00
   4.4811070e+04   8.1180690e+04   4.5252000e+02   1.6200000e+00
   4.4811070e+04   8.1180390e+04   4.5210000e+02   2.1000000e-01
   4.4811070e+04   8.1180110e+04   4.5169000e+02   7.9000000e-01
   4.4811070e+04   8.1178760e+04   4.4980000e+02   7.5000000e-01
   4.4811070e+04   8.1178450e+04   4.4937000e+02   4.8000000e-01
   4.4811070e+04   8.1176760e+04   4.4702000e+02   3.0000000e-02
   4.4811070e+04   8.1175730e+04   4.4559000e+02   3.0000000e-02
   4.4811070e+04   8.1175430e+04   4.4518000e+02   1.0000000e-01
   4.4811070e+04   8.1167090e+04   4.3429000e+02   7.0000000e-02
   4.4822100e+04   8.1087930e+04   4.4656000e+02   3.0000000e-02
   4.4822100e+04   8.1085980e+04   4.4306000e+02   7.0000000e-02
   4.4822100e+04   8.1084890e+04   4.4110000e+02   8.5200000e+00
   4.4822100e+04   8.1084400e+04   4.4022000e+02   1.2000000e-01
   4.4822100e+04   8.1083560e+04   4.3869000e+02   3.1000000e-01
   4.4822100e+04   8.1083080e+04   4.3782000e+02   7.0000000e-02
   4.4822100e+04   8.1082120e+04   4.3606000e+02   6.0000000e-01
   4.4822100e+04   8.1081640e+04   4.3518000e+02   7.0000000e-02
   4.4822100e+04   8.1081160e+04   4.3430000e+02   1.0000000e-01
   4.4822100e+04   8.1080690e+04   4.3342000e+02   7.0000000e-02
   4.4822100e+04   8.1080220e+04   4.3254000e+02   7.0000000e-02
   4.4822100e+04   8.1078460e+04   4.2923000e+02   8.4800000e+00
   4.4822100e+04   8.1078230e+04   4.2879000e+02   9.0000000e-02
   4.4822100e+04   8.1077880e+04   4.2812000e+02   9.0000000e-02
   4.4822100e+04   8.1076490e+04   4.2546000e+02   7.0000000e-02
   4.4822100e+04   8.1070650e+04   4.1385000e+02   3.4000000e-01
   4.4822100e+04   8.1070220e+04   4.1295000e+02   3.0000000e-02
   4.4827260e+04   8.1039100e+04   4.6073000e+02   1.0000000e-01
   4.4827260e+04   8.1038100e+04   4.5900000e+02   1.4000000e-01
   4.4827260e+04   8.1037600e+04   4.5813000e+02   3.0000000e-02
   4.4827260e+04   8.1036600e+04   4.5640000e+02   1.7000000e-01
   4.4827260e+04   8.1034980e+04   4.5359000e+02   8.4000000e-01
   4.4827260e+04   8.1034680e+04   4.5308000e+02   1.0300000e+00
   4.4827260e+04   8.1034430e+04   4.5264000e+02   1.7000000e-01
   4.4827260e+04   8.1032600e+04   4.4947000e+02   2.7000000e-01
   4.4827260e+04   8.1032100e+04   4.4861000e+02   1.7000000e-01
   4.4827260e+04   8.1031600e+04   4.4774000e+02   7.0000000e-02
   4.4827260e+04   8.1031100e+04   4.4688000e+02   3.0000000e-02
   4.4827260e+04   8.1030600e+04   4.4601000e+02   7.0000000e-02
   4.4827260e+04   8.1028600e+04   4.4255000e+02   7.0000000e-02
   4.4827260e+04   8.1027600e+04   4.4081000e+02   6.4000000e-01
   4.4827260e+04   8.1024600e+04   4.3562000e+02   3.4000000e-01
   4.4827260e+04   8.1024230e+04   4.3497000e+02   2.4000000e-01
   4.4827260e+04   8.1023980e+04   4.3453000e+02   1.4400000e+00
   4.4827260e+04   8.1023600e+04   4.3389000e+02   1.6500000e+00
   4.4827260e+04   8.1023230e+04   4.3324000e+02   1.9200000e+00
   4.4827260e+04   8.1022980e+04   4.3280000e+02   2.0100000e+00
   4.4827260e+04   8.1022600e+04   4.3215000e+02   3.5000000e-01
   4.4827260e+04   8.1022100e+04   4.3129000e+02   1.7000000e-01
   4.4827260e+04   8.1021600e+04   4.3042000e+02   3.8000000e-01
   4.4827260e+04   8.1021100e+04   4.2956000e+02   1.7000000e-01
   4.4827260e+04   8.1020600e+04   4.2869000e+02   6.5000000e-01
   4.4827260e+04   8.1020100e+04   4.2782000e+02   6.2000000e-01
   4.4827260e+04   8.1019680e+04   4.2709000e+02   2.7000000e-01
   4.4827260e+04   8.1019350e+04   4.2652000e+02   7.2000000e-01
   4.4827260e+04   8.1012100e+04   4.1397000e+02   7.0000000e-02
   4.4821410e+04   8.0990020e+04   4.5985000e+02   1.6200000e+00
   4.4821410e+04   8.0989580e+04   4.5888000e+02   4.8000000e-01
   4.4821410e+04   8.0989160e+04   4.5797000e+02   4.5000000e-01
   4.4821410e+04   8.0988850e+04   4.5728000e+02   1.0100000e+00
   4.4821410e+04   8.0988670e+04   4.5687000e+02   3.4000000e-01
   4.4821410e+04   8.0988470e+04   4.5644000e+02   1.9900000e+00
   4.4821410e+04   8.0988250e+04   4.5594000e+02   7.1000000e-01
   4.4821410e+04   8.0987990e+04   4.5537000e+02   5.5000000e-01
   4.4821410e+04   8.0987580e+04   4.5446000e+02   2.4000000e-01
   4.4821410e+04   8.0987110e+04   4.5341000e+02   1.6000000e-01
   4.4821410e+04   8.0986700e+04   4.5250000e+02   3.0000000e-02
   4.4821410e+04   8.0985020e+04   4.4876000e+02   3.4000000e-01
   4.4821410e+04   8.0982580e+04   4.4339000e+02   1.4000000e-01
   4.4821410e+04   8.0982150e+04   4.4249000e+02   2.8300000e+00
   4.4821410e+04   8.0981710e+04   4.4159000e+02   3.0000000e-02
   4.4821410e+04   8.0981270e+04   4.4070000e+02   9.9000000e-01
   4.4821410e+04   8.0978540e+04   4.3537000e+02   5.9000000e-01
   4.4821410e+04   8.0976990e+04   4.3253000e+02   5.0000000e-01
   4.4821410e+04   8.0976690e+04   4.3198000e+02   1.1540000e+01
   4.4821410e+04   8.0976320e+04   4.3133000e+02   4.1000000e-01
   4.4821410e+04   8.0968840e+04   4.1908000e+02   3.1000000e-01
   4.4821410e+04   8.0968320e+04   4.1823000e+02   2.1000000e-01
   4.4821410e+04   8.0963940e+04   4.1038000e+02   2.0000000e-02
   4.4821410e+04   8.0963470e+04   4.0950000e+02   5.0000000e-02
   4.4821410e+04   8.0962060e+04   4.0685000e+02   3.0000000e-02
   4.4821410e+04   8.0961590e+04   4.0596000e+02   1.0000000e-01
   4.4821410e+04   8.0961120e+04   4.0508000e+02   2.6100000e+00
   4.5222890e+04   8.1150140e+04   4.7317000e+02   2.7000000e-01
   4.5222890e+04   8.1148920e+04   4.7158000e+02   1.2000000e-01
   4.5222890e+04   8.1148310e+04   4.7079000e+02   7.0000000e-02
   4.5221040e+04   8.1199080e+04   4.6655000e+02   3.0000000e-02
   4.5221040e+04   8.1196660e+04   4.6336000e+02   7.0000000e-02
   4.5221040e+04   8.1181910e+04   4.4319000e+02   7.0000000e-02
   4.5221040e+04   8.1181330e+04   4.4237000e+02   3.8000000e-01
   4.5221040e+04   8.1180180e+04   4.4074000e+02   3.0000000e-02
   4.5221040e+04   8.1177310e+04   4.3664000e+02   3.0000000e-02
   4.5221040e+04   8.1176740e+04   4.3582000e+02   1.7000000e-01
   4.5221040e+04   8.1171640e+04   4.2841000e+02   1.0000000e-01
   4.5213340e+04   8.1005690e+04   4.4307000e+02   1.7000000e-01
   4.5213340e+04   8.1005130e+04   4.4224000e+02   3.0000000e-02
   4.5213340e+04   8.1002900e+04   4.3893000e+02   3.0000000e-02
   4.5213340e+04   8.0998980e+04   4.3312000e+02   1.7000000e-01
   4.5213340e+04   8.0998420e+04   4.3229000e+02   2.1000000e-01
   4.4701630e+04   8.0989950e+04   4.5984000e+02   3.6300000e+00
   4.4701630e+04   8.0989490e+04   4.5925000e+02   2.3000000e-01
   4.4701630e+04   8.0989100e+04   4.5875000e+02   3.1000000e-01
   4.4701630e+04   8.0988640e+04   4.5816000e+02   2.1000000e-01
   4.4701630e+04   8.0988020e+04   4.5738000e+02   3.0000000e-02
   4.4701630e+04   8.0987400e+04   4.5659000e+02   1.4000000e-01
   4.4701630e+04   8.0986790e+04   4.5580000e+02   1.0000000e-01
   4.4701630e+04   8.0986170e+04   4.5502000e+02   1.4000000e-01
   4.4701630e+04   8.0985550e+04   4.5423000e+02   2.7000000e-01
   4.4701630e+04   8.0984930e+04   4.5345000e+02   3.0000000e-02
   4.4701630e+04   8.0984310e+04   4.5266000e+02   3.4000000e-01
   4.4701630e+04   8.0983690e+04   4.5188000e+02   7.0000000e-02
   4.4701630e+04   8.0983070e+04   4.5109000e+02   3.0000000e-02
   4.4701630e+04   8.0982450e+04   4.5031000e+02   3.3900000e+00
   4.4701630e+04   8.0981830e+04   4.4952000e+02   3.0000000e-02
   4.4701630e+04   8.0981210e+04   4.4874000e+02   8.2000000e-01
   4.4701630e+04   8.0980580e+04   4.4796000e+02   2.2000000e-01
   4.4701630e+04   8.0979960e+04   4.4718000e+02   1.5800000e+00
   4.4701630e+04   8.0979340e+04   4.4639000e+02   2.1000000e-01
   4.4701630e+04   8.0978830e+04   4.4576000e+02   3.1000000e-01
   4.4701630e+04   8.0978550e+04   4.4541000e+02   7.0000000e-02
   4.4701630e+04   8.0978380e+04   4.4519000e+02   2.1800000e+00
   4.4701630e+04   8.0978030e+04   4.4475000e+02   8.9000000e-01
   4.4701630e+04   8.0977620e+04   4.4424000e+02   3.3600000e+00
   4.4701630e+04   8.0977250e+04   4.4378000e+02   2.1100000e+00
   4.4701630e+04   8.0976790e+04   4.4320000e+02   4.8000000e-01
   4.4701630e+04   8.0976220e+04   4.4249000e+02   1.4000000e-01
   4.4701630e+04   8.0975590e+04   4.4171000e+02   2.4000000e-01
   4.4701630e+04   8.0962570e+04   4.2560000e+02   3.0000000e-02
   4.4701630e+04   8.0960360e+04   4.2286000e+02   1.3050000e+01
   4.4698190e+04   8.1033880e+04   4.5556000e+02   3.4000000e-01
   4.4698190e+04   8.1033320e+04   4.5473000e+02   2.7000000e-01
   4.4698190e+04   8.1032770e+04   4.5389000e+02   7.0000000e-02
   4.4698190e+04   8.1029420e+04   4.4892000e+02   7.7000000e-01
   4.4698190e+04   8.1028860e+04   4.4809000e+02   1.0100000e+00
